Age,Annual_Income,Employment_Years,Loan_Amount,Credit_Utilization,Number_of_Credit_Cards,Number_of_Late_Payments,Debt_to_Income_Ratio,Number_of_Open_Accounts,Has_Mortgage,Has_Dependents,Credit_Score,Default_Probability,Loan_Status
56,93191.44,27,8073.61,0.232,6,0,0.087,11,0,0,847.0,0.085,Paid
53,54675.93,18,20843.11,0.93,7,1,0.381,13,0,0,526.0,0.521,Default
24,76399.81,4,1000.0,0.371,2,1,0.013,6,0,0,714.0,0.214,Paid
53,40676.46,22,12281.77,0.124,2,0,0.302,12,1,0,807.0,0.116,Paid
34,33318.37,15,27849.03,0.274,8,1,0.836,13,1,0,631.0,0.4,Paid
41,69066.31,6,10316.56,0.822,2,2,0.149,3,0,1,515.0,0.482,Default
68,55329.31,13,1995.89,0.24,2,1,0.036,4,0,0,767.0,0.151,Paid
40,82589.95,21,21903.58,0.417,5,5,0.265,6,1,0,539.0,0.475,Default
28,86508.47,8,13903.53,0.304,4,2,0.161,3,1,0,683.0,0.274,Paid
27,76781.7,22,16965.94,0.094,1,1,0.221,14,0,0,786.0,0.13,Paid
23,76347.17,3,18381.1,0.572,8,0,0.241,1,0,0,676.0,0.315,Paid
37,15000.0,25,24097.36,0.635,4,3,1.5,7,1,0,310.0,0.824,Default
53,68890.45,5,25818.34,0.786,9,0,0.375,6,0,1,594.0,0.437,Paid
68,77257.6,30,18872.21,0.436,2,2,0.244,9,0,0,660.0,0.308,Paid
32,34564.35,16,26778.99,0.181,2,0,0.775,12,0,0,683.0,0.293,Paid
42,60175.45,8,14810.34,0.657,6,1,0.246,14,0,1,610.0,0.39,Paid
42,39145.44,26,18198.06,0.878,2,0,0.465,4,0,0,556.0,0.459,Default
66,80550.21,5,15331.44,0.161,2,0,0.19,13,0,0,784.0,0.132,Paid
50,40880.04,5,3270.48,0.22,6,2,0.08,11,0,1,728.0,0.222,Paid
58,44142.76,3,29895.27,0.356,6,0,0.677,6,1,0,644.0,0.36,Paid
58,50719.0,2,15601.03,0.655,8,2,0.308,5,0,0,556.0,0.47,Default
65,104988.2,23,30993.28,0.537,1,1,0.295,14,1,0,641.0,0.327,Paid
28,80093.45,17,19650.28,0.713,1,1,0.245,3,0,0,586.0,0.395,Paid
47,92252.08,31,19267.65,0.079,7,2,0.209,2,0,0,801.0,0.152,Paid
47,23737.6,20,24505.13,0.804,9,1,1.032,13,0,0,447.0,0.661,Default
54,34614.11,28,17985.79,0.968,7,0,0.52,4,0,0,547.0,0.507,Default
41,86771.59,31,8863.07,0.093,4,3,0.102,6,0,1,764.0,0.176,Paid
50,24796.78,24,13661.02,0.511,9,3,0.551,9,0,0,560.0,0.492,Default
53,46566.32,11,26760.05,0.738,6,1,0.575,11,1,1,526.0,0.516,Default
48,101106.83,8,22232.89,0.493,1,2,0.22,8,0,0,599.0,0.367,Paid
67,40730.71,6,6524.66,0.601,6,2,0.16,13,1,0,600.0,0.397,Paid
53,23580.05,13,18074.76,0.906,6,1,0.767,3,0,1,441.0,0.637,Default
25,60949.49,19,5251.52,0.552,1,1,0.086,14,1,0,670.0,0.279,Paid
68,24405.14,19,15995.14,0.27,8,0,0.655,13,1,1,716.0,0.287,Paid
39,84745.0,9,25200.18,0.737,5,0,0.297,4,0,0,612.0,0.386,Paid
24,42102.83,10,9014.44,0.399,4,2,0.214,7,0,0,647.0,0.324,Paid
55,38095.22,38,14050.64,0.315,1,2,0.369,2,1,0,683.0,0.281,Paid
69,60587.65,18,5667.97,0.281,5,0,0.094,13,0,1,808.0,0.124,Paid
37,51911.24,18,21109.09,0.124,1,2,0.407,6,1,0,693.0,0.256,Paid
64,65046.98,5,16466.05,0.918,3,2,0.253,8,1,0,469.0,0.553,Default
48,70430.09,7,8600.26,0.574,1,2,0.122,6,1,0,592.0,0.372,Paid
50,55654.25,0,19209.08,0.938,3,2,0.345,3,1,0,434.0,0.599,Default
49,36771.03,22,14763.92,0.851,2,0,0.402,13,0,0,568.0,0.437,Paid
66,74610.17,39,20021.65,0.078,4,0,0.268,7,1,0,850.0,0.054,Paid
26,46131.8,36,5762.98,0.28,7,1,0.125,8,1,0,808.0,0.147,Paid
55,42618.22,9,11758.79,0.343,1,2,0.276,5,0,0,635.0,0.322,Paid
61,62853.21,1,16370.15,0.506,7,2,0.26,7,0,0,603.0,0.398,Paid
57,21426.75,35,21889.72,0.716,6,1,1.022,11,1,1,491.0,0.593,Default
44,67817.52,1,5242.36,0.683,4,0,0.077,5,1,0,652.0,0.314,Paid
49,63915.24,14,16146.45,0.968,9,1,0.253,9,1,0,542.0,0.505,Default
69,82436.39,19,24921.8,0.909,7,2,0.302,10,0,1,510.0,0.536,Default
66,49992.16,20,15617.92,0.223,5,0,0.312,12,0,1,786.0,0.163,Paid
51,86496.63,29,11827.47,0.85,2,2,0.137,6,0,0,556.0,0.443,Paid
55,70592.86,23,9619.35,0.834,1,1,0.136,10,0,1,584.0,0.398,Paid
53,59464.22,1,9786.41,0.585,2,3,0.165,5,0,0,534.0,0.451,Default
41,96333.92,37,17244.37,0.364,9,1,0.179,13,0,1,784.0,0.195,Paid
52,61904.25,21,1000.0,0.244,2,0,0.016,2,0,0,826.0,0.08,Paid
43,49632.65,28,9527.31,0.248,5,2,0.192,14,0,0,738.0,0.221,Paid
53,62476.8,13,19177.55,0.364,8,0,0.307,6,0,1,745.0,0.232,Paid
23,49220.62,4,22455.13,0.519,8,1,0.456,2,0,0,611.0,0.406,Paid
38,67472.93,23,5641.74,0.593,9,1,0.084,11,0,0,706.0,0.286,Paid
45,86413.75,25,8720.23,0.352,4,1,0.101,3,1,0,754.0,0.191,Paid
62,59839.92,1,15743.86,0.382,7,1,0.263,12,0,0,680.0,0.3,Paid
51,61802.79,33,21211.81,0.063,9,0,0.343,2,0,0,850.0,0.082,Paid
23,75956.62,22,11299.06,0.052,7,0,0.149,1,1,0,850.0,0.041,Paid
60,83744.8,34,13738.91,0.894,1,3,0.164,10,0,1,502.0,0.509,Default
66,50947.29,14,18388.54,0.063,6,1,0.361,2,1,0,777.0,0.175,Paid
44,63446.72,2,3463.26,0.081,2,1,0.055,2,0,1,789.0,0.115,Paid
52,76045.25,11,31250.02,0.241,7,4,0.411,7,0,0,592.0,0.418,Paid
67,66599.05,37,15826.95,0.741,9,3,0.238,5,1,0,579.0,0.464,Default
42,22758.21,16,11497.39,0.681,7,1,0.505,7,0,0,572.0,0.462,Default
43,79654.54,37,26405.83,0.652,8,2,0.332,10,0,0,622.0,0.406,Paid
22,70457.63,26,16272.92,0.585,2,2,0.231,2,1,0,610.0,0.371,Paid
47,71878.97,18,13257.52,0.238,5,1,0.184,6,0,0,763.0,0.184,Paid
62,36156.99,20,18719.57,0.42,1,2,0.518,13,0,0,585.0,0.403,Paid
22,63047.8,39,15416.62,0.495,3,1,0.245,12,0,0,706.0,0.263,Paid
46,76866.9,23,8844.45,0.592,1,5,0.115,7,1,1,500.0,0.495,Default
37,42388.39,23,25672.36,0.235,2,3,0.606,8,1,0,595.0,0.4,Paid
60,47589.11,18,1000.0,0.728,4,4,0.021,5,1,1,523.0,0.482,Default
53,77209.58,30,10949.77,0.337,6,3,0.142,14,1,0,690.0,0.287,Paid
29,46657.95,39,33543.45,0.664,1,2,0.719,4,0,0,510.0,0.523,Default
63,55829.82,19,16055.85,0.528,9,1,0.288,9,1,0,677.0,0.329,Paid
68,39307.63,14,1000.0,0.601,1,2,0.025,1,0,0,618.0,0.34,Paid
59,96398.77,39,26294.03,0.434,8,1,0.273,5,0,0,743.0,0.248,Paid
49,70412.46,34,12158.72,0.464,1,0,0.173,14,0,0,749.0,0.189,Paid
62,54892.1,34,4403.19,0.857,1,0,0.08,11,1,0,650.0,0.319,Paid
46,51152.5,32,25535.39,0.493,8,0,0.499,3,1,1,706.0,0.303,Paid
55,35432.71,39,25972.55,0.788,2,1,0.733,8,0,0,515.0,0.527,Default
45,57798.0,17,29271.45,0.417,1,0,0.506,14,0,0,662.0,0.305,Paid
44,73301.16,16,5311.15,0.701,7,0,0.072,6,1,0,692.0,0.29,Paid
33,43803.72,7,13600.75,0.267,1,2,0.31,4,0,0,647.0,0.306,Paid
27,62110.82,19,12071.84,0.903,4,1,0.194,4,1,0,558.0,0.451,Default
56,52652.36,10,5671.74,0.95,9,2,0.108,8,0,0,529.0,0.512,Default
65,87602.32,29,20720.9,0.888,3,2,0.237,9,0,0,529.0,0.488,Default
40,47266.02,26,25932.89,0.372,6,0,0.549,1,0,0,711.0,0.281,Paid
21,75543.12,38,10439.83,0.307,9,1,0.138,11,1,0,811.0,0.158,Paid
28,87880.45,13,16553.86,0.22,4,0,0.188,1,0,1,792.0,0.138,Paid
66,52457.39,14,16442.36,0.862,3,3,0.313,13,0,0,452.0,0.581,Default
36,48228.45,11,25839.22,0.16,5,2,0.536,13,1,1,662.0,0.323,Paid
34,78454.05,19,15076.81,0.647,7,0,0.192,9,0,1,690.0,0.299,Paid
32,24375.52,16,15327.63,0.358,5,2,0.629,4,0,1,594.0,0.42,Paid
43,68611.89,39,24154.88,0.225,4,0,0.352,10,1,0,810.0,0.138,Paid
35,28493.56,25,16235.41,0.222,1,1,0.57,6,0,0,685.0,0.28,Paid
48,84448.23,13,9310.13,0.86,6,3,0.11,5,0,1,506.0,0.521,Default
54,54958.07,24,4062.87,0.85,4,0,0.074,13,0,0,648.0,0.334,Paid
22,58184.44,25,8811.96,0.303,6,2,0.151,9,0,0,729.0,0.237,Paid
52,45515.02,24,17425.99,0.081,6,0,0.383,3,1,1,827.0,0.119,Paid
43,28345.85,24,2003.14,0.858,4,3,0.071,5,0,0,526.0,0.487,Default
42,85317.21,26,17732.73,0.103,8,2,0.208,14,0,0,789.0,0.172,Paid
45,56578.85,11,1000.0,0.129,4,0,0.018,4,1,0,850.0,0.055,Paid
42,124175.37,19,5036.06,0.814,5,2,0.041,7,0,0,581.0,0.42,Paid
42,43796.36,15,21521.6,0.81,5,1,0.491,3,0,0,524.0,0.511,Default
69,47066.12,24,10550.23,0.238,2,0,0.224,14,0,0,792.0,0.135,Paid
62,42055.12,26,17301.6,0.086,8,1,0.411,2,1,1,794.0,0.176,Paid
26,56476.79,17,14447.61,0.109,8,1,0.256,7,0,0,800.0,0.156,Paid
35,91504.36,9,30577.14,0.472,8,3,0.334,12,0,0,580.0,0.441,Paid
63,80202.75,29,16359.36,0.439,1,2,0.204,6,0,0,661.0,0.299,Paid
57,29908.92,0,4771.68,0.22,7,1,0.16,8,0,0,747.0,0.206,Paid
53,84082.4,3,21082.73,0.895,3,2,0.251,9,1,1,472.0,0.547,Default
28,73655.83,22,4468.54,0.564,1,1,0.061,6,1,0,678.0,0.27,Paid
64,69627.76,6,24920.78,0.801,5,1,0.358,14,0,0,535.0,0.486,Default
64,46315.18,29,22934.63,0.146,4,2,0.495,14,0,0,705.0,0.269,Paid
25,47801.79,25,17962.5,0.955,7,0,0.376,11,0,0,573.0,0.465,Default
59,62741.34,0,22550.06,0.803,1,2,0.359,6,0,0,462.0,0.549,Default
24,48936.75,28,26734.02,0.318,1,2,0.546,13,1,1,626.0,0.355,Paid
26,86252.64,24,14727.34,0.069,8,0,0.171,8,1,1,850.0,0.051,Paid
65,48080.89,39,16706.97,0.203,4,1,0.347,12,0,0,778.0,0.177,Paid
52,21064.71,25,17422.41,0.439,9,0,0.827,13,1,0,648.0,0.394,Paid
50,33970.86,16,7671.64,0.053,5,1,0.226,1,0,1,806.0,0.127,Paid
67,35240.73,30,9238.24,0.088,6,0,0.262,12,0,0,850.0,0.074,Paid
55,54733.04,7,15577.57,0.142,2,2,0.285,1,0,1,695.0,0.248,Paid
60,64321.32,4,14940.25,0.803,3,1,0.232,14,1,1,546.0,0.453,Default
36,61076.01,0,17542.37,0.559,7,2,0.287,12,1,1,580.0,0.43,Paid
33,69218.18,14,10064.7,0.228,7,1,0.145,4,1,0,776.0,0.177,Paid
62,54954.4,35,1000.0,0.296,6,2,0.018,5,0,1,778.0,0.174,Paid
50,55661.86,6,29699.6,0.647,4,0,0.534,14,1,1,581.0,0.427,Paid
39,95037.2,26,1065.42,0.346,4,2,0.011,5,0,0,736.0,0.21,Paid
37,84107.15,34,23136.18,0.684,8,2,0.275,5,0,0,618.0,0.408,Paid
39,68166.01,26,11958.69,0.774,9,2,0.175,7,0,0,600.0,0.43,Paid
48,78333.41,19,16997.97,0.335,8,3,0.217,12,1,0,664.0,0.331,Paid
46,21475.7,17,21624.62,0.391,8,1,1.007,13,0,1,565.0,0.494,Default
57,43549.23,39,10436.46,0.097,5,1,0.24,4,1,0,836.0,0.103,Paid
46,51355.93,1,1323.02,0.812,2,1,0.026,8,1,1,573.0,0.401,Paid
43,43784.68,29,25000.06,0.614,2,2,0.571,12,1,0,540.0,0.479,Default
29,29085.25,37,21686.59,0.876,2,1,0.746,11,1,0,482.0,0.57,Default
32,68410.88,29,15721.18,0.226,6,1,0.23,13,0,1,784.0,0.171,Paid
21,87714.96,6,23249.17,0.943,5,5,0.265,9,0,0,351.0,0.715,Default
21,59743.81,38,18281.59,0.707,4,2,0.306,10,0,0,593.0,0.419,Paid
67,72963.64,12,14451.63,0.233,4,0,0.198,13,0,0,785.0,0.149,Paid
54,59149.32,32,12994.36,0.481,8,1,0.22,14,0,0,726.0,0.264,Paid
52,51167.22,39,1000.0,0.7,2,2,0.02,6,0,0,644.0,0.328,Paid
68,78383.93,29,17675.84,0.066,5,2,0.226,8,0,0,788.0,0.156,Paid
45,31436.18,29,4840.9,0.776,7,0,0.154,12,0,1,680.0,0.318,Paid
60,22731.95,22,19397.29,0.931,7,3,0.853,14,1,1,359.0,0.755,Default
65,31154.0,23,12087.54,0.126,8,2,0.388,9,0,1,741.0,0.241,Paid
21,77071.76,19,1000.0,0.885,3,0,0.013,12,1,1,635.0,0.34,Paid
36,61744.22,27,14369.7,0.482,2,0,0.233,14,1,1,723.0,0.229,Paid
59,67530.76,18,10505.32,0.53,8,1,0.156,3,0,0,696.0,0.292,Paid
25,93538.46,12,28782.88,0.831,9,1,0.308,9,1,0,568.0,0.471,Default
42,36733.21,15,1000.0,0.598,1,0,0.027,7,0,1,700.0,0.238,Paid
49,84083.41,14,6701.2,0.377,9,1,0.08,14,0,0,754.0,0.217,Paid
23,52073.51,10,3219.66,0.731,8,2,0.062,9,0,1,598.0,0.411,Paid
32,49032.78,11,22898.05,0.179,7,1,0.467,3,1,1,720.0,0.26,Paid
46,61624.41,21,17124.9,0.67,8,4,0.278,12,0,0,516.0,0.529,Default
36,64754.73,24,22470.24,0.77,3,2,0.347,11,0,1,532.0,0.484,Default
57,55789.16,2,3852.96,0.361,2,1,0.069,3,1,1,702.0,0.231,Paid
42,72206.29,23,5365.36,0.952,4,3,0.074,10,1,0,495.0,0.527,Default
49,61704.86,24,15581.98,0.646,7,1,0.253,5,0,1,649.0,0.356,Paid
34,56013.37,8,32348.97,0.139,2,1,0.578,3,0,1,679.0,0.283,Paid
48,51674.32,27,20436.57,0.949,7,0,0.395,1,0,0,575.0,0.464,Default
25,64766.93,29,6226.46,0.742,7,0,0.096,1,1,0,701.0,0.288,Paid
67,32866.84,6,17179.13,0.697,9,3,0.523,12,0,0,473.0,0.594,Default
69,38510.72,10,20958.66,0.286,3,0,0.544,9,1,0,690.0,0.277,Paid
50,52651.0,9,1405.13,0.49,9,0,0.027,2,1,0,761.0,0.206,Paid
66,70897.5,2,12449.15,0.888,7,1,0.176,11,1,1,547.0,0.474,Default
25,102857.0,18,13193.61,0.337,8,4,0.128,4,0,0,639.0,0.357,Paid
32,56813.49,1,32956.76,0.444,3,1,0.58,2,1,1,578.0,0.42,Paid
36,24515.37,16,15962.03,0.289,5,1,0.651,13,0,0,650.0,0.349,Paid
46,44195.05,28,31637.29,0.251,7,1,0.716,11,0,0,683.0,0.329,Paid
46,73177.84,1,7518.47,0.091,8,1,0.103,7,0,1,804.0,0.135,Paid
68,40594.36,15,20478.07,0.735,6,8,0.504,6,1,1,300.0,0.835,Default
41,33885.09,9,1131.56,0.134,6,2,0.033,4,0,0,771.0,0.166,Paid
59,73073.38,3,21156.09,0.544,5,1,0.29,4,0,1,620.0,0.369,Paid
56,69297.6,25,11130.84,0.096,4,1,0.161,3,0,0,819.0,0.107,Paid
53,30549.19,23,11752.04,0.965,7,3,0.385,1,0,0,445.0,0.625,Default
50,42100.13,11,22128.02,0.71,5,2,0.526,11,1,1,499.0,0.54,Default
57,84893.4,20,23134.59,0.636,8,0,0.273,8,0,0,685.0,0.316,Paid
43,77056.89,15,18049.74,0.223,1,2,0.234,12,0,0,691.0,0.25,Paid
30,36052.57,35,33077.04,0.541,8,0,0.917,14,1,0,614.0,0.442,Paid
25,20222.21,34,15685.76,0.518,5,4,0.776,4,0,0,472.0,0.592,Default
56,65370.36,8,18271.26,0.384,4,2,0.28,6,1,0,635.0,0.341,Paid
54,54078.64,5,17646.37,0.195,6,2,0.326,14,0,0,686.0,0.286,Paid
51,63634.84,0,22013.07,0.391,7,2,0.346,4,1,0,618.0,0.38,Paid
30,72693.24,13,15241.39,0.616,3,3,0.21,12,0,0,544.0,0.453,Default
39,40874.61,23,4772.01,0.503,4,1,0.117,14,1,0,702.0,0.26,Paid
52,51357.09,9,18787.07,0.58,7,1,0.366,11,0,1,616.0,0.394,Paid
21,42018.83,17,1000.0,0.582,7,1,0.024,12,0,0,700.0,0.276,Paid
25,42735.3,8,23569.35,0.278,3,4,0.552,1,1,0,527.0,0.48,Default
65,71295.18,26,26723.99,0.153,9,3,0.375,14,0,0,706.0,0.292,Paid
24,62881.37,18,10144.49,0.535,3,0,0.161,12,0,0,708.0,0.246,Paid
36,28741.16,35,9806.5,0.88,8,0,0.341,14,1,1,628.0,0.404,Paid
44,74502.07,2,1000.0,0.976,8,3,0.013,5,0,1,479.0,0.56,Default
36,52998.6,37,14461.27,0.781,3,2,0.273,6,1,1,570.0,0.44,Paid
22,75423.31,8,18830.33,0.256,7,1,0.25,12,0,0,734.0,0.231,Paid
69,39705.24,9,18324.68,0.636,3,2,0.462,14,0,0,520.0,0.495,Default
48,41486.24,8,17691.9,0.272,2,0,0.426,10,0,0,709.0,0.241,Paid
52,65034.25,16,12357.22,0.586,7,0,0.19,1,1,0,703.0,0.279,Paid
47,38070.8,37,24109.15,0.497,8,3,0.633,7,0,0,568.0,0.485,Default
40,54502.38,19,5337.81,0.405,9,1,0.098,13,0,0,752.0,0.223,Paid
44,35798.53,6,5589.9,0.647,1,0,0.156,10,1,1,642.0,0.314,Paid
32,52172.61,3,1506.01,0.848,9,1,0.029,6,1,0,601.0,0.412,Paid
55,59362.92,9,8433.44,0.364,2,0,0.142,9,0,0,740.0,0.19,Paid
53,60305.16,20,3553.14,0.502,3,1,0.059,12,0,1,703.0,0.249,Paid
53,52705.05,13,1000.0,0.474,8,2,0.019,12,1,1,690.0,0.289,Paid
63,66667.01,24,7780.5,0.282,2,1,0.117,4,0,0,760.0,0.17,Paid
57,62955.98,16,23116.62,0.442,7,0,0.367,12,1,0,711.0,0.275,Paid
32,58212.67,27,17897.18,0.07,8,4,0.307,1,0,0,701.0,0.286,Paid
23,47482.99,13,21289.57,0.531,5,5,0.448,3,0,0,452.0,0.591,Default
21,81364.87,12,20279.99,0.72,3,1,0.249,6,1,0,583.0,0.409,Paid
53,67725.74,33,11768.72,0.392,9,1,0.174,6,1,0,769.0,0.213,Paid
60,39277.82,2,12714.82,0.744,8,1,0.324,2,1,1,566.0,0.461,Default
30,72977.68,3,7821.4,0.748,3,1,0.107,12,1,0,585.0,0.395,Paid
63,77509.87,14,17477.43,0.965,8,3,0.225,12,0,0,463.0,0.596,Default
64,58368.7,19,43586.35,0.558,3,0,0.747,11,0,1,586.0,0.429,Paid
49,59698.25,7,1962.81,0.426,6,3,0.033,14,0,1,640.0,0.336,Paid
33,18822.59,4,24977.82,0.645,1,1,1.327,1,1,0,364.0,0.718,Default
32,43131.18,1,9669.9,0.633,4,2,0.224,8,1,0,557.0,0.438,Paid
51,76873.89,27,29534.81,0.968,8,1,0.384,11,1,1,537.0,0.519,Default
66,44347.54,21,18679.98,0.708,6,3,0.421,7,0,0,505.0,0.538,Default
22,56803.16,8,9264.18,0.335,5,1,0.163,12,1,0,718.0,0.237,Paid
55,42827.6,27,12641.43,0.224,6,2,0.295,6,1,0,728.0,0.244,Paid
43,64616.31,0,22166.47,0.787,7,0,0.343,4,1,0,580.0,0.438,Paid
37,67874.85,35,31897.76,0.217,1,5,0.47,3,0,0,566.0,0.428,Paid
46,68409.49,1,23065.67,0.634,3,3,0.337,2,1,0,490.0,0.523,Default
28,37212.78,37,10557.6,0.173,1,3,0.284,1,0,1,700.0,0.25,Paid
49,62134.04,25,19876.59,0.718,9,1,0.32,13,0,0,626.0,0.403,Paid
46,91531.4,30,30971.52,0.778,4,0,0.338,11,0,0,629.0,0.373,Paid
30,74969.77,18,19649.88,0.971,2,2,0.262,8,1,0,472.0,0.551,Default
46,61866.62,30,13707.08,0.937,5,1,0.222,9,1,0,569.0,0.451,Default
54,21380.51,8,1000.0,0.714,2,1,0.047,14,1,1,612.0,0.354,Paid
61,55012.87,2,27295.32,0.308,7,1,0.496,11,0,0,657.0,0.338,Paid
27,92927.31,37,13708.75,0.091,4,1,0.148,9,0,0,847.0,0.077,Paid
24,86372.14,5,7918.05,0.566,5,2,0.092,10,0,0,617.0,0.364,Paid
65,69228.37,6,22325.86,0.762,9,1,0.322,10,0,1,574.0,0.46,Default
31,45613.39,24,22720.17,0.06,2,1,0.498,9,0,0,750.0,0.195,Paid
49,61045.58,24,5769.59,0.538,5,2,0.095,1,0,0,663.0,0.316,Paid
56,75469.62,0,7455.75,0.871,4,1,0.099,1,0,0,549.0,0.448,Paid
45,78810.78,21,20629.7,0.643,3,1,0.262,8,0,1,622.0,0.364,Paid
41,66252.41,19,27089.68,0.686,1,2,0.409,11,1,1,525.0,0.479,Default
56,77100.79,12,11703.82,0.491,6,3,0.152,12,0,0,606.0,0.388,Paid
30,58826.15,39,12929.49,0.927,7,2,0.22,13,0,0,561.0,0.479,Default
57,57941.87,20,8094.55,0.398,1,0,0.14,14,1,0,748.0,0.181,Paid
29,50821.7,22,27316.62,0.403,6,2,0.537,11,0,0,616.0,0.398,Paid
44,68490.74,32,21567.11,0.531,1,1,0.315,10,0,0,657.0,0.313,Paid
55,80006.81,8,3850.53,0.595,6,1,0.048,10,0,1,668.0,0.306,Paid
69,74168.88,28,31608.77,0.55,4,0,0.426,9,1,0,676.0,0.312,Paid
55,35639.27,31,49505.55,0.811,6,2,1.389,2,0,1,341.0,0.799,Default
68,36710.51,10,1000.0,0.826,1,1,0.027,9,0,0,582.0,0.389,Paid
56,82072.8,35,18489.01,0.172,1,5,0.225,2,0,0,628.0,0.337,Paid
38,63531.46,28,1000.0,0.604,3,1,0.016,11,0,1,697.0,0.26,Paid
69,64312.96,30,12034.61,0.965,6,1,0.187,1,1,0,573.0,0.452,Default
59,63862.29,13,1000.0,0.608,3,3,0.016,12,0,1,586.0,0.392,Paid
52,95032.79,24,29702.93,0.69,7,1,0.313,12,0,0,623.0,0.392,Paid
44,51074.3,25,11319.68,0.851,4,3,0.222,6,1,1,500.0,0.527,Default
43,82332.68,21,25108.52,0.856,9,3,0.305,13,0,1,499.0,0.562,Default
52,64672.14,8,16722.59,0.066,7,0,0.259,14,1,1,829.0,0.108,Paid
57,27989.74,32,32041.56,0.273,4,1,1.145,11,0,0,583.0,0.458,Default
32,43502.95,22,2897.58,0.852,9,2,0.067,6,0,0,590.0,0.437,Paid
69,47859.39,34,1000.0,0.67,5,1,0.021,11,0,0,698.0,0.276,Paid
33,81862.16,19,9213.95,0.637,4,1,0.113,4,1,1,654.0,0.321,Paid
43,84545.96,32,11262.67,0.85,2,0,0.133,1,1,0,642.0,0.336,Paid
45,67077.08,34,1000.0,0.8,9,3,0.015,12,0,0,600.0,0.427,Paid
55,49544.53,29,19292.65,0.749,8,2,0.389,14,1,0,565.0,0.478,Default
61,41780.38,29,18817.86,0.094,6,1,0.45,6,0,0,780.0,0.185,Paid
50,82751.62,21,28333.13,0.777,1,0,0.342,10,1,0,595.0,0.391,Paid
37,34308.95,0,25348.24,0.237,8,0,0.739,11,1,0,671.0,0.336,Paid
69,57922.19,14,10009.32,0.074,4,1,0.173,13,1,0,801.0,0.124,Paid
40,107289.42,24,3427.86,0.507,1,1,0.032,14,0,1,704.0,0.235,Paid
68,49604.26,19,1000.0,0.926,3,3,0.02,6,1,0,501.0,0.509,Default
45,34566.04,6,13026.14,0.874,6,2,0.377,13,1,0,474.0,0.571,Default
42,24690.84,15,12851.98,0.963,2,3,0.521,3,1,1,377.0,0.681,Default
33,108080.09,22,18852.01,0.279,8,1,0.174,8,1,1,775.0,0.19,Paid
39,66972.54,20,1000.0,0.697,5,2,0.015,6,0,1,623.0,0.363,Paid
69,42618.49,0,16403.86,0.102,5,1,0.385,5,1,1,727.0,0.226,Paid
56,56217.27,19,20275.97,0.797,1,1,0.361,4,1,0,542.0,0.459,Default
32,46740.88,18,8517.73,0.537,9,5,0.182,5,0,0,533.0,0.504,Default
61,22728.88,5,20637.97,0.977,2,2,0.908,2,0,1,315.0,0.773,Default
39,75762.35,37,12594.12,0.273,9,3,0.166,1,1,0,734.0,0.255,Paid
32,60676.26,31,26849.86,0.78,1,0,0.443,5,0,0,595.0,0.403,Paid
29,74099.68,0,29337.99,0.209,8,1,0.396,13,1,1,708.0,0.272,Paid
27,60131.01,29,15274.82,0.317,3,4,0.254,10,0,1,617.0,0.365,Paid
48,62624.9,15,23596.11,0.325,3,1,0.377,14,0,0,682.0,0.283,Paid
34,15303.55,26,1483.22,0.587,7,4,0.097,10,0,1,581.0,0.432,Paid
51,78156.96,17,10250.46,0.39,7,2,0.131,2,1,0,696.0,0.281,Paid
39,38233.8,12,18670.13,0.458,7,0,0.488,11,0,0,674.0,0.326,Paid
67,43358.33,27,10528.66,0.535,7,2,0.243,3,0,1,650.0,0.353,Paid
36,49442.55,9,12224.86,0.102,3,1,0.247,6,0,0,763.0,0.167,Paid
25,18826.33,13,5257.59,0.669,8,0,0.279,6,1,0,660.0,0.345,Paid
55,48348.87,28,32323.53,0.654,1,2,0.669,12,1,1,501.0,0.526,Default
32,46956.32,10,5439.57,0.947,3,1,0.116,7,0,1,538.0,0.464,Default
45,52443.33,26,22712.29,0.174,8,1,0.433,10,1,0,763.0,0.218,Paid
41,25976.41,16,9949.69,0.079,2,0,0.383,4,1,1,792.0,0.134,Paid
56,78554.18,2,21213.06,0.174,7,2,0.27,12,0,0,703.0,0.267,Paid
43,67961.13,30,8714.59,0.443,4,2,0.128,2,0,0,691.0,0.276,Paid
36,42719.2,20,11460.87,0.249,6,5,0.268,5,0,0,592.0,0.41,Paid
59,48369.07,32,19034.44,0.251,9,2,0.394,13,1,0,725.0,0.275,Paid
65,76762.97,0,21066.89,0.859,8,2,0.274,5,0,0,498.0,0.546,Default
62,54850.5,5,23782.59,0.351,4,1,0.434,9,0,0,648.0,0.331,Paid
59,35189.28,3,15286.17,0.438,7,3,0.434,11,1,0,553.0,0.469,Default
34,58328.16,21,25747.71,0.686,3,1,0.441,6,1,1,573.0,0.435,Paid
51,38243.14,12,17324.48,0.366,9,0,0.453,12,1,1,719.0,0.278,Paid
25,45842.54,29,13498.58,0.566,2,1,0.294,12,1,1,649.0,0.327,Paid
55,58987.52,39,23453.26,0.536,6,1,0.398,1,1,0,678.0,0.326,Paid
43,81104.23,25,16073.57,0.293,5,2,0.198,2,0,0,717.0,0.247,Paid
49,100466.49,38,17379.93,0.717,4,0,0.173,1,0,0,696.0,0.283,Paid
63,87252.31,38,5124.74,0.826,2,0,0.059,10,0,0,677.0,0.292,Paid
31,58562.88,6,8575.37,0.779,9,4,0.146,13,0,0,484.0,0.563,Default
